id,total_votes,missed_votes,percent,percentile,first_vote_date,last_vote_date
409154,1822,451,24.7530186608,99.7727272727,1993-01-05,1995-09-29
410974,1984,486,24.4959677419,99.5454545455,1993-01-05,1995-12-14
400080,14580,3341,22.914951989,99.3181818182,1965-01-04,1996-09-28
411725,12957,2425,18.7157521031,99.0909090909,1973-01-03,1996-09-28
404213,11830,2211,18.6897717667,98.8636363636,1975-01-14,1996-09-28
402626,13891,2458,17.6949103736,98.6363636364,1969-01-03,1996-09-28
400440,12798,2106,16.4556962025,98.4090909091,1973-03-14,1996-09-28
402763,12665,1960,15.4757204895,98.1818181818,1973-06-07,1996-09-28
400409,6993,960,13.728013728,97.9545454545,1983-01-03,1996-09-28
400572,14387,1908,13.2619726142,97.7272727273,1963-01-09,1996-09-28
400085,13716,1723,12.5619714202,97.5,1969-12-01,1996-09-28
400201,3394,420,12.3747790218,97.2727272727,1991-01-03,1996-09-28
405258,5236,637,12.1657754011,97.0454545455,1987-01-06,1996-09-28
409400,12936,1562,12.074829932,96.8181818182,1973-01-03,1996-09-28
411677,9112,1089,11.9512730465,96.5909090909,1979-01-15,1996-09-28
400425,11826,1402,11.8552342297,96.3636363636,1975-01-14,1996-09-28
403308,14904,1733,11.6277509393,96.1363636364,1965-01-04,1996-09-28
402762,3393,389,11.4647804303,95.9090909091,1991-01-03,1996-09-28
404139,5231,597,11.4127317912,95.6818181818,1987-01-06,1996-09-28
400146,10610,1207,11.3760603205,95.4545454545,1977-01-04,1996-09-28
407400,15115,1699,11.2404895799,95.2272727273,1963-01-09,1996-09-28
410407,13899,1561,11.2310238147,95.0,1969-01-03,1996-09-28
400387,12898,1427,11.063730811,94.7727272727,1973-01-03,1996-09-28
400580,9031,991,10.9733141402,94.5454545455,1979-01-15,1996-09-28
300068,2462,270,10.9666937449,94.3181818182,1993-01-05,1996-09-28
402454,5855,633,10.8112724167,94.0909090909,1985-09-04,1996-09-28
404520,15146,1604,10.5902548528,93.8636363636,1963-01-09,1996-09-28
400021,2462,260,10.5605199025,93.6363636364,1993-01-05,1996-09-28
400595,7303,770,10.5436122142,93.4090909091,1982-07-15,1996-09-28
410821,7256,752,10.3638368247,93.1818181818,1973-01-03,1996-09-28
400306,7022,725,10.3246938194,92.9545454545,1983-01-03,1996-09-28
403545,9685,964,9.95353639649,92.7272727273,1977-01-04,1996-09-28
400333,13461,1338,9.93982616448,92.5,1971-01-21,1996-09-28
404190,7823,769,9.82998849546,92.2727272727,1981-01-05,1996-09-28
300156,7014,684,9.75192472198,92.0454545455,1983-01-03,1996-09-28
400110,15726,1530,9.72911102633,91.8181818182,1956-01-31,1996-09-28
408976,14978,1444,9.64080651622,91.5909090909,1963-01-09,1996-09-28
400143,9103,865,9.50236185873,91.3636363636,1979-01-15,1996-09-28
404067,2462,232,9.42323314379,91.1363636364,1993-01-05,1996-09-28
400003,7026,662,9.42214631369,90.9090909091,1983-01-03,1996-09-28
400538,9113,849,9.31636124218,90.6818181818,1979-01-15,1996-09-28
400600,12928,1195,9.24350247525,90.4545454545,1973-01-03,1996-09-28
400350,2461,225,9.14262494921,90.2272727273,1993-01-05,1996-09-28
400286,12955,1153,8.90003859514,90.0,1973-01-03,1996-09-28
403364,13537,1173,8.6651399867,89.7727272727,1971-01-21,1996-09-28
405313,11904,1030,8.65255376344,89.5454545455,1975-01-14,1996-09-28
400278,11851,1021,8.61530672517,89.3181818182,1975-01-14,1996-09-28
408661,3393,291,8.57648099027,89.0909090909,1991-01-03,1996-09-28
401947,7026,588,8.36891545687,88.8636363636,1983-01-03,1996-09-28
400243,7029,586,8.33689002703,88.6363636364,1983-01-03,1996-09-28
400239,9063,753,8.30850711685,88.4090909091,1979-01-15,1996-09-28
404587,7868,650,8.26131164209,88.1818181818,1979-01-15,1996-09-28
400025,7021,580,8.26093149124,87.9545454545,1983-01-03,1996-09-28
400130,1340,109,8.13432835821,87.7272727273,1995-01-04,1996-09-28
406863,10120,823,8.13241106719,87.5,1977-09-08,1996-09-28
400170,2462,200,8.12347684809,87.2727272727,1993-01-05,1996-09-28
400422,3394,260,7.66057748969,87.0454545455,1991-01-03,1996-09-28
400122,4298,323,7.51512331317,86.8181818182,1989-01-03,1996-09-28
410889,7024,525,7.47437357631,86.5909090909,1983-01-03,1996-09-28
400397,8201,610,7.43811730277,86.3636363636,1980-05-22,1996-09-28
406625,4298,318,7.39879013495,86.1363636364,1989-01-03,1996-09-28
400401,9027,656,7.26708762601,85.9090909091,1979-01-15,1996-09-28
400527,10612,756,7.12401055409,85.6818181818,1977-01-04,1996-09-28
400166,2462,175,7.10804224208,85.4545454545,1993-01-05,1996-09-28
406082,4298,300,6.97999069335,85.2272727273,1989-01-03,1996-09-28
400502,2462,169,6.86433793664,85.0,1993-01-05,1996-09-28
404068,7840,538,6.86224489796,84.7727272727,1981-01-05,1996-09-28
400552,7805,533,6.82895579757,84.5454545455,1981-01-05,1996-09-28
400231,7821,529,6.76384094106,84.3181818182,1981-01-05,1996-09-28
400018,6117,411,6.7189798921,84.0909090909,1985-01-03,1996-09-28
400261,4684,312,6.6609735269,83.8636363636,1988-04-27,1996-09-28
401417,14479,964,6.65791836453,83.6363636364,1967-01-10,1996-09-28
400586,11890,789,6.63582842725,83.4090909091,1975-01-14,1996-09-28
400211,7012,457,6.51739874501,83.1818181818,1983-01-03,1996-09-28
400554,7791,504,6.46900269542,82.9545454545,1965-01-04,1996-09-28
400377,10634,685,6.44160240737,82.7272727273,1977-01-04,1996-09-28
400012,5234,335,6.40045854031,82.5,1987-01-06,1996-09-28
400160,2462,157,6.37692932575,82.2727272727,1993-01-05,1996-09-28
411214,1340,85,6.34328358209,82.0454545455,1995-01-04,1996-09-28
400511,2462,154,6.25507717303,81.8181818182,1993-01-05,1996-09-28
400163,2462,153,6.21445978879,81.5909090909,1993-01-05,1996-09-28
401310,10634,659,6.19710362987,81.3636363636,1977-01-04,1996-09-28
400537,11876,735,6.18895250926,81.1363636364,1975-01-14,1996-09-28
400573,2312,143,6.18512110727,80.9090909091,1989-01-03,1996-09-28
400043,7031,432,6.1442184611,80.6818181818,1983-01-03,1996-09-28
411947,16231,985,6.06863409525,80.4545454545,1949-01-03,1996-09-28
400439,13576,817,6.01797289334,80.2272727273,1971-01-21,1996-09-28
407141,6116,364,5.95160235448,80.0,1985-01-03,1996-09-28
400191,7837,465,5.93339287993,79.7727272727,1981-01-05,1996-09-28
409228,2272,133,5.85387323944,79.5454545455,1991-01-03,1996-09-28
410396,1340,78,5.82089552239,79.3181818182,1995-01-04,1996-09-28
400366,3883,226,5.82024208087,79.0909090909,1990-03-28,1996-09-28
300087,7835,455,5.80727504786,78.8636363636,1981-01-05,1996-09-28
400428,5234,302,5.76996560948,78.6363636364,1987-01-06,1996-09-28
400088,1340,77,5.74626865672,78.4090909091,1995-01-04,1996-09-28
407672,4809,268,5.5728841755,78.1818181818,1987-01-06,1996-02-01
400402,2326,129,5.54600171969,77.9545454545,1993-04-20,1996-09-28
400083,4296,237,5.51675977654,77.7272727273,1989-01-03,1996-09-28
400192,11882,653,5.4957077933,77.5,1975-01-14,1996-09-28
400314,5070,276,5.44378698225,77.2727272727,1987-06-09,1996-09-28
400302,7013,381,5.4327677171,77.0454545455,1983-01-03,1996-09-28
400109,10642,575,5.40311971434,76.8181818182,1977-01-04,1996-09-28
400331,10565,565,5.34784666351,76.5909090909,1977-01-04,1996-09-28
400575,1340,71,5.29850746269,76.1363636364,1995-01-04,1996-09-28
400608,1340,71,5.29850746269,76.1363636364,1995-01-04,1996-09-28
400188,5230,274,5.23900573614,75.9090909091,1987-01-06,1996-09-28
400140,7839,409,5.21750223243,75.6818181818,1981-01-05,1996-09-28
400100,5233,273,5.21689279572,75.4545454545,1987-01-06,1996-09-28
400513,2462,127,5.15840779854,75.2272727273,1993-01-05,1996-09-28
405939,13835,709,5.12468377304,75.0,1965-01-04,1996-09-28
400223,6461,328,5.07661352732,74.7727272727,1984-04-10,1996-09-28
400541,1325,66,4.98113207547,74.5454545455,1995-01-17,1996-09-28
409423,9098,450,4.94614200923,74.3181818182,1979-01-15,1996-09-28
400008,3394,166,4.89098408957,74.0909090909,1991-01-03,1996-09-28
400253,10644,519,4.87598647125,73.8636363636,1977-01-04,1996-09-28
400593,1341,65,4.8471290082,73.6363636364,1994-11-29,1996-09-28
400569,7025,337,4.79715302491,73.4090909091,1983-01-03,1996-09-28
400533,7831,374,4.77589069084,73.1818181818,1981-01-05,1996-09-28
400283,3394,162,4.77312905127,72.9545454545,1991-01-03,1996-09-28
400048,2462,117,4.75223395613,72.7272727273,1993-01-05,1996-09-28
400330,1340,63,4.70149253731,72.5,1995-01-04,1996-09-28
400033,256,12,4.6875,72.2727272727,1996-05-30,1996-09-28
400291,4298,201,4.67659376454,72.0454545455,1989-01-03,1996-09-28
400357,3394,158,4.65527401296,71.8181818182,1991-01-03,1996-09-28
400312,4290,199,4.63869463869,71.5909090909,1989-01-03,1996-09-28
400030,2462,114,4.63038180341,71.3636363636,1993-01-05,1996-09-28
400504,10632,489,4.5993227991,71.1363636364,1977-01-04,1996-09-28
400610,13598,616,4.53007795264,70.9090909091,1971-01-21,1996-09-28
400614,7029,318,4.52411438327,70.6818181818,1983-01-03,1996-09-28
400197,2462,110,4.46791226645,70.2272727273,1993-01-05,1996-09-28
