id,total_votes,missed_votes,percent,percentile,first_vote_date,last_vote_date
406653,507,499,98.4220907298,99.0196078431,1974-01-21,1974-12-20
404738,2667,912,34.1957255343,98.0392156863,1969-01-06,1974-12-20
409607,2172,675,31.0773480663,97.0588235294,1969-01-06,1973-12-21
404629,4688,1368,29.180887372,96.0784313725,1953-01-07,1974-12-20
401343,2740,687,25.0729927007,95.0980392157,1969-01-06,1974-12-20
407451,4275,1006,23.5321637427,94.1176470588,1963-01-31,1974-12-20
401067,3288,772,23.4793187348,93.137254902,1967-01-18,1974-12-20
401248,4269,951,22.2768798313,92.1568627451,1963-01-31,1974-12-20
405170,5122,1122,21.9055056619,91.1764705882,1959-01-07,1974-12-20
407444,5081,1095,21.5508758118,90.1960784314,1959-01-07,1974-12-20
408625,3205,644,20.0936037441,89.2156862745,1967-01-18,1974-12-20
408083,5124,1015,19.8087431694,88.2352941176,1959-01-07,1974-12-20
300059,4237,816,19.2589096059,87.2549019608,1963-01-31,1974-12-20
404343,6998,1339,19.1340382967,86.2745098039,1945-01-06,1974-12-20
410894,4316,819,18.9759036145,85.2941176471,1961-06-15,1974-12-20
300056,4298,783,18.2177757096,84.3137254902,1963-01-31,1974-12-20
410600,2032,358,17.6181102362,83.3333333333,1971-02-10,1974-12-20
401976,2069,364,17.593040116,82.3529411765,1971-02-10,1974-12-20
407848,3786,666,17.5911251981,81.3725490196,1965-01-28,1974-12-20
401808,2077,365,17.5734232065,80.3921568627,1971-02-10,1974-12-20
403522,4168,723,17.3464491363,79.4117647059,1963-01-31,1974-12-20
402527,5396,914,16.9384729429,78.431372549,1957-01-03,1974-12-20
405212,3168,534,16.8560606061,77.4509803922,1967-01-18,1974-12-20
407259,2707,454,16.7713335796,76.4705882353,1969-01-06,1974-12-20
410172,6979,1164,16.6786072503,75.4901960784,1945-01-06,1974-12-20
407656,4673,765,16.3706398459,74.5098039216,1961-01-11,1974-12-20
402844,2704,439,16.2352071006,73.5294117647,1969-01-06,1974-12-20
408420,2727,434,15.9149248258,72.5490196078,1969-01-06,1974-12-20
407355,1129,178,15.7661647476,71.568627451,1973-01-23,1974-12-20
408000,5091,797,15.6550775879,70.5882352941,1959-01-07,1974-12-20
407481,4324,663,15.3330249769,69.6078431373,1963-01-31,1974-12-20
404810,3482,524,15.0488225158,68.6274509804,1966-05-16,1974-12-20
405767,2690,403,14.9814126394,67.6470588235,1969-01-06,1974-12-19
405751,1129,168,14.880425155,66.6666666667,1973-01-23,1974-12-20
403700,2735,398,14.5521023766,65.6862745098,1969-01-06,1974-12-20
401391,2080,302,14.5192307692,64.7058823529,1971-02-10,1974-12-20
407663,526,76,14.4486692015,63.7254901961,1974-01-21,1974-12-20
401375,6081,876,14.405525407,62.7450980392,1951-01-15,1974-12-20
406084,1131,159,14.0583554377,61.7647058824,1973-01-23,1974-12-20
403714,7142,1003,14.0436852422,60.7843137255,1941-06-30,1974-12-20
300053,3237,454,14.0253320976,59.8039215686,1967-01-18,1974-12-20
402271,5099,666,13.0613845852,58.8235294118,1959-01-07,1974-12-20
405797,4774,619,12.9660661919,57.8431372549,1949-01-03,1974-12-20
410979,2068,259,12.5241779497,56.862745098,1971-02-10,1974-12-20
411421,2070,255,12.3188405797,55.8823529412,1971-02-10,1974-12-20
409694,1135,139,12.2466960352,54.9019607843,1973-01-23,1974-12-20
405969,5328,646,12.1246246246,53.9215686275,1957-02-18,1974-12-20
402921,5660,686,12.1201413428,52.9411764706,1954-12-01,1974-12-20
407824,3803,460,12.0957139101,51.9607843137,1965-01-28,1974-12-20
402495,2080,249,11.9711538462,50.9803921569,1971-02-10,1974-12-20
410586,5823,692,11.8839086382,50.0,1953-01-07,1974-12-20
300094,2702,321,11.8800888231,49.0196078431,1969-01-06,1974-12-20
409167,4238,492,11.6092496461,48.0392156863,1963-01-31,1974-12-20
404199,4959,575,11.5950796532,47.0588235294,1959-08-25,1974-12-20
407081,6944,797,11.4775345622,46.0784313725,1944-12-16,1974-12-20
