"name" "district" "lat" "lon" "lead" "ideo" "sess"
"1" "John Conyers" "MI-01" "46.1650522700332" "-86.48099799809" 0.603466339052 0.0130045554922 94
"2" "Philip Crane" "IL-12" "37.9898672551004" "-89.4322909549952" 0.782012421717 0.774206324281 94
"3" "John Dingell" "MI-16" "na" "na" 0.781370637345 0.468364293395 94
"4" "Henry Hyde" "IL-06" "42.0282645541633" "-88.1792335136708" 0.366243647504 0.750142951019 94
"5" "Edward Markey" "MA-07" "42.3215434396374" "-71.0213477234035" 0.0313469849653 0.470707586285 94
"6" "George Miller" "CA-07" "38.4822090988748" "-121.218721118348" 0.580441455607 0.335135387802 94
"7" "John Murtha" "PA-12" "40.4226146752435" "-79.4892723586361" 0.335711900708 0.620029245912 94
"8" "James Oberstar" "MN-08" "47.2225764590475" "-92.9380072050481" 0.280309930832 0.460088301033 94
"9" "David Obey" "WI-07" "45.6999947181625" "-90.6618795559786" 0.73195788553 0.466641635644 94
"10" "Ronald Paul" "TX-22" "29.517526670059" "-95.6832589382697" 0.234648578134 0.559337969399 94
"11" "Charles Rangel" "NY-19" "42.2146871808774" "-74.4208970976536" 0.77330136427 0.152257839454 94
"12" "Ralph Regula" "OH-16" "40.9729980640546" "-81.7383568897815" 0.607289974109 0.764835649508 94
"13" "Bill Shuster" "PA-09" "40.1438979450552" "-78.673402206074" 0.123284226269 0.641281901777 94
"14" "Fortney Stark" "CA-09" "38.0105657358434" "-121.305047559434" 0.682394740116 0.110501914942 94
"15" "Henry Waxman" "CA-24" "34.9190087618295" "-120.119792780812" 0.103626172617 0.18319933231 94
"16" "C. W. Young" "FL-06" "29.4548473850308" "-81.3414527382862" 0.504556028632 0.841533965757 94
"17" "Donald Young" "AK-00" "63.74299141491" "-151.593418341031" 0.577643135418 0.698810451026 94
"18" "Max Baucus" "MT-01" "na" "na" 0.664527637905 0.439712483977 94
"19" "John Breaux" "LA-07" "na" "na" 0.695425504345 0.694860864417 94
"20" "Thad Cochran" "MS-04" "30.9883539064199" "-89.0761902406185" 0.350290179649 0.837609416509 94
"21" "Christopher Dodd" "CT-02" "41.6514982541645" "-72.2040886745289" 0.480865395145 0.375744178753 94
"22" "Charles Grassley" "IA-03" "41.2039617857257" "-94.6373720493223" 0.42836609279 0.702874032792 94
"23" "Thomas Harkin" "IA-05" "na" "na" 0.225282326237 0.431163765868 94
"24" "James Jeffords" "VT-00" "44.0752885431624" "-72.6625328025945" 0.49306621979 0.657939706369 94
"25" "Trent Lott" "MS-05" "na" "na" 0.573571630753 0.999378835135 94
"26" "Paul Sarbanes" "MD-03" "39.1594607176648" "-76.6755076475472" 0.266814768696 0.282615297877 94
"27" "Benjamin Gilman" "NY-26" "42.9614056076425" "-78.8414888835429" 0.664617945195 0.566900629335 94
"28" "John LaFalce" "NY-36" "na" "na" 0.398676696801 0.511342281323 94
"29" "Patsy Mink" "HI-02" "20.9662156063655" "-158.070760485812" 0.63910145084 0.288158496815 94
"30" "Bill Archer" "TX-07" "29.7934756629733" "-95.6057793360232" 0.668136991805 0.880401316896 94
"31" "George Brown" "CA-36" "33.7465925172201" "-115.720071676955" 0.72578585231 0.219870420032 94
"32" "William Goodling" "PA-19" "na" "na" 0.328557430761 0.744047732663 94
"33" "John Moakley" "MA-09" "41.694177807355" "-70.4814767316925" 0.673369604349 0.192709131441 94
"34" "Floyd Spence" "SC-02" "33.6379942188236" "-81.374629879763" 0.421447094487 0.814418997376 94
"35" "James Abdnor" "SD-02" "na" "na" 0.51915869536 0.890831946249 94
"36" "Bella Abzug" "NY-20" "42.748254330987" "-73.9917913707401" 0.792950088054 0.0711291830729 94
"37" "Brockman Adams" "WA-07" "47.579614105776" "-122.391133020036" 0.424725573399 0.445257351435 94
"38" "Joseph Addabbo" "NY-07" "40.688481952527" "-73.9487986867915" 0.669189784535 0.384304189962 94
"39" "Carl Albert" "OK-03" "36.1210809816869" "-98.8388413793842" 0.0313469849653 0.4634356662 94
"40" "William Alexander" "AR-01" "35.3019949628948" "-91.2468445269996" 0.455737562801 0.624206987761 94
"41" "Clifford Allen" "TN-05" "36.1769518514716" "-87.0698300722103" 0.449108062587 0.477119973957 94
"42" "Jerome Ambro" "NY-03" "40.8596473406124" "-73.5006108146573" 0.197639872112 0.47400424533 94
"43" "Glenn Anderson" "CA-32" "34.0896650920958" "-117.914473656261" 0.797893218016 0.451075585583 94
"44" "John Anderson" "IL-16" "41.3946020105764" "-88.7999989158851" 0.88890872703 0.723334004682 94
"45" "Ike Andrews" "NC-04" "35.7103509937874" "-78.9915180370298" 0.586548613568 0.492980889908 94
"46" "Mark Andrews" "ND-00" "47.4463144298287" "-100.469332757507" 0.0789827792299 0.784722499634 94
"47" "Frank Annunzio" "IL-11" "41.6439324415185" "-88.146444631284" 0.663237380415 0.495787301596 94
"48" "William Armstrong" "CO-05" "38.8216619000802" "-105.338342634561" 0.367081916907 0.639854242434 94
"49" "John Ashbrook" "OH-17" "na" "na" 0.571375750059 0.62458021942 94
"50" "Thomas Ashley" "OH-09" "41.6174984410315" "-82.5645647731099" 0.64557173262 0.437023279004 94
"51" "Leslie Aspin" "WI-01" "42.6957706275291" "-88.0464998531785" 0.721391776602 0.407661278627 94
"52" "Les AuCoin" "OR-01" "45.7223771573963" "-123.338112976161" 0.183069007167 0.518408794643 94
"53" "Herman Badillo" "NY-21" "44.017622748347" "-74.5960338570565" 0.625367028175 0.0715141470993 94
"54" "Louis Bafalis" "FL-10" "28.5159188790797" "-81.7377795152477" 0.550230731552 0.906771134057 94
"55" "Alvin Baldus" "WI-03" "44.0681489817829" "-90.9154285274898" 0.495272733757 0.511343827731 94
"56" "William Barrett" "PA-01" "39.9286270903171" "-75.212943757337" 0.417399173744 0.485995618377 94
"57" "Robert Bauman" "MD-01" "38.7671339971302" "-75.981462723589" 0.45410860251 0.836775569593 94
"58" "Edward Beard" "RI-02" "41.5713332627082" "-71.6186105150426" 0.430698862264 0.437125097577 94
"59" "Robin Beard" "TN-06" "36.1996473649429" "-85.7814144399995" 0.58222794752 0.810085872827 94
"60" "Berkley Bedell" "IA-06" "na" "na" 0.580983123578 0.424082102551 94
"61" "Alphonzo Bell" "CA-27" "34.2792017394128" "-117.939863690202" 0.713770022963 0.541616079917 94
"62" "Jaime Benítez" "PR-00" "18.2156983373113" "-66.4146667840265" 0.481268195676 0.444403768059 94
"63" "Charles Bennett" "FL-03" "29.8356349111658" "-82.7367891944301" 0.683163022096 0.574929377752 94
"64" "Robert Bergland" "MN-07" "46.5949369154964" "-95.6874021626726" 0.591205855616 0.486747350766 94
"65" "Tom Bevill" "AL-04" "34.1196659889658" "-87.20027649199" 0.0994126987902 0.778008837665 94
"66" "Mario Biaggi" "NY-10" "40.6975602601125" "-74.0013849270863" 0.823239195945 0.436390795344 94
"67" "Edward Biester" "PA-08" "40.3336426943061" "-75.1519567607386" 0.625600790363 0.551133184158 94
"68" "Jonathan Bingham" "NY-22" "42.8752621755153" "-75.6591292492674" 0.848983499089 0.144594283678 94
"69" "James Blanchard" "MI-18" "na" "na" 0.526281676059 0.463716800126 94
"70" "Michael Blouin" "IA-02" "41.208285709684" "-92.1492080753928" 0.264567160478 0.411360861388 94
"71" "Corinne Boggs" "LA-02" "30.0366902369515" "-90.6100693901645" 0.429232369785 0.51572424787 94
"72" "Edward Boland" "MA-02" "42.38580288677" "-72.1178428119362" 0.268134993098 0.475993219611 94
"73" "Richard Bolling" "MO-05" "39.1416180377317" "-93.7715349477531" 0.0860344356717 0.476220741543 94
"74" "Don Bonker" "WA-03" "46.2339900592936" "-122.249957719865" 0.639398845626 0.453943132358 94
"75" "David Bowen" "MS-02" "33.20052702007" "-90.3458110895803" 0.471711772316 0.704137251984 94
"76" "John Brademas" "IN-03" "41.1019659936595" "-85.2314787228069" 0.941631220316 0.306892668405 94
"77" "John Breckinridge" "KY-06" "38.0483385240011" "-84.1626638033562" 0.34238552671 0.559655578746 94
"78" "Jack Brinkley" "GA-03" "33.1482786710304" "-84.733181681986" 0.607360256569 0.617505064074 94
"79" "William Brodhead" "MI-17" "na" "na" 0.339742203668 0.281181381224 94
"80" "Jack Brooks" "TX-09" "29.6451145731451" "-95.4955510418971" 0.589038539893 0.505761104711 94
"81" "William Broomfield" "MI-19" "na" "na" 0.244672543351 0.680175695665 94
"82" "Clarence Brown" "OH-07" "40.7073353251764" "-82.0590185155896" 0.390902984572 0.738116390668 94
"83" "Garry Brown" "MI-03" "42.7172241104374" "-85.2442300469841" 0.539921636044 0.682520490767 94
"84" "James Broyhill" "NC-10" "35.4319173597144" "-81.6349392275802" 0.450710796911 0.804594076767 94
"85" "John Buchanan" "AL-06" "33.2633795814094" "-86.7129813389673" 0.658429899467 0.646584364217 94
"86" "Clair Burgener" "CA-43" "33.903637029787" "-118.335205252279" 0.418245007575 0.992579266312 94
"87" "J. Burke" "FL-12" "28.2702313314511" "-82.4847422472769" 0.321114104202 0.648369143963 94
"88" "James Burke" "MA-11" "na" "na" 0.788112714262 0.421360439032 94
"89" "Yvonne Burke" "CA-28" "34.2497547105175" "-118.291019026334" 0.669967747596 0.218699499842 94
"90" "Omar Burleson" "TX-17" "31.1627712910451" "-96.6561123641447" 0.594550149165 0.652246184627 94
"91" "William Burlison" "MO-10" "na" "na" 0.115748552258 0.549913846726 94
"92" "John Burton" "CA-05" "38.5158335614866" "-122.460623875913" 0.611893647375 0.336337799688 94
"93" "Phillip Burton" "CA-06" "38.5944204309787" "-121.478847269824" 0.780048698038 0.156758873849 94
"94" "Manley Butler" "VA-06" "38.134593546782" "-79.1909824524439" 0.141807279998 0.763982859984 94
"95" "Goodloe Byron" "MD-06" "39.499099508291" "-78.3876422642537" 0.66168360074 0.68705720461 94
"96" "Charles Carney" "OH-19" "na" "na" 0.737512740019 0.313713199839 94
"97" "Milton Carr" "MI-06" "42.1674466084548" "-86.156256765622" 0.508014989229 0.321333927238 94
"98" "Tim Carter" "KY-05" "37.3692197814776" "-83.5219705687463" 0.593895127178 0.754891633117 94
"99" "Robert Casey" "TX-22" "29.517526670059" "-95.6832589382697" 0.698715311422 0.59817508957 94
"100" "Elford Cederberg" "MI-10" "43.4625349695473" "-82.870944576556" 0.3719819952 0.676772534226 94
"101" "William Chappell" "FL-04" "30.4281943220157" "-81.865168189658" 0.66861210559 0.743895298711 94
"102" "Shirley Chisholm" "NY-12" "40.7501946245852" "-73.9506362709977" 0.174486464002 0.10923964685 94
"103" "Donald Clancy" "OH-02" "39.0202313943694" "-83.565605226926" 0.185630894842 0.670531991674 94
"104" "Donald Clausen" "CA-02" "40.1081502316474" "-123.468070447208" 0.428588964023 0.73301085755 94
"105" "Delwin Clawson" "CA-33" "33.987191354843" "-118.595304527002" 0.561466946685 0.706915075278 94
"106" "William Clay" "MO-01" "38.7275863431327" "-90.2945548201811" 0.51502427692 0.285833911864 94
"107" "James Cleveland" "NH-02" "43.7692552700434" "-71.7187242615671" 0.636344676251 0.935991883926 94
"108" "William Cohen" "ME-02" "45.5095372423922" "-69.0845373790357" 0.754217554362 0.654232138077 94
"109" "Earl Coleman" "MO-06" "39.9373836647091" "-93.2979813975304" 0.0313469849653 0.470707586285 94
"110" "Cardiss Collins" "IL-07" "41.8636859357091" "-87.7324664145714" 0.606585113545 0.206226114792 94
"111" "James Collins" "TX-03" "33.1580330290278" "-96.6150924718462" 0.441851205384 0.903823805906 94
