ID, ideology, leadership, name, party, description, introduced_bills_105, cosponsored_bills_105, unique_cosponsors_105, total_cosponsors_105
400425, 0.165365994685, 0.757394653317, Waxman, Democrat, far-left Democratic leader, 9, 344, 161, 266
400253, 0.275671081272, 0.688846346469, Markey, Democrat, moderate Democratic leader, 14, 247, 112, 157
400580, 0.242738014802, 0.363699324058, Dixon, Democrat, rank-and-file Democrat, 0, 202, 0, 0
400414, 0.753525167682, 0.850296908514, Upton, Republican, moderate Republican leader, 14, 194, 389, 670
400246, 0.226230244779, 0.798430785625, Lowey, Democrat, far-left Democratic leader, 44, 366, 270, 1140
400295, 0.0657195378296, 0.671439905112, Norton, Democrat, far-left Democratic leader, 37, 460, 135, 271
400578, 0.623263503017, 0.0257326769364, Danner, Democrat, centrist Democratic follower, 2, 205, 0, 0
409205, 0.373558893257, 0.730996571933, Richardson, Democrat, moderate Democratic leader, 16, 2, 2, 4
400409, 0.210631605706, 0.479252415243, Towns, Democrat, far-left Democrat, 25, 428, 117, 179
400370, 0.575555218458, 0.905428061116, Shays, Republican, centrist Republican leader, 30, 377, 323, 1011
400524, 0.32129529712, 0.852321015467, Morella, Republican, centrist Republican leader, 43, 406, 304, 818
406284, 0.334107386841, 0.879103377884, Kennelly, Democrat, moderate Democratic leader, 22, 223, 382, 996
404375, 0.228164487063, 0.81210105728, Furse, Democrat, moderate Democratic leader, 17, 494, 306, 484
400205, 0.599714823072, 0.95119561321, Johnson [CT6], Republican, centrist Republican leader, 33, 225, 295, 790
407817, 0.657798221741, 0.735594613168, Molinari, Republican, centrist Republican, 11, 103, 189, 259
400436, 0.148795465143, 0.675585730012, Woolsey, Democrat, far-left Democratic leader, 19, 459, 253, 553
400422, 0.2107202166, 0.567592752652, Waters, Democrat, far-left Democrat, 22, 195, 168, 692
400378, 0.172790240977, 0.752154303368, Slaughter, Democrat, far-left Democratic leader, 19, 478, 251, 769
400211, 0.361305253535, 0.551530508906, Kaptur, Democrat, rank-and-file Democrat, 14, 274, 135, 167
400043, 0.49365440468, 0.472485007384, Boucher, Democrat, centrist Democrat, 3, 226, 63, 64
400554, 0.200673390047, 0.481007708503, Mink, Democrat, far-left Democrat, 37, 310, 137, 282
400357, 0.194859799855, 0.641196981828, Sanders, Independent, left-leaning Independent, 26, 372, 155, 340
400314, 0.109738358198, 0.654076232561, Pelosi, Democrat, far-left Democratic leader, 6, 370, 144, 263
410147, 0.947676691689, 0.974496104264, Solomon, Republican, far-right Republican leader, 141, 338, 361, 843
400055, 0.892152862297, 0.785936703053, Burton, Republican, far-right Republican leader, 27, 298, 218, 339
400084, 0.571507491347, 0.0920582378061, Cramer, Democrat, centrist Democratic follower, 4, 234, 23, 27
400331, 0.467397327624, 0.643056040738, Rahall, Democrat, rank-and-file Democrat, 11, 244, 216, 361
400133, 0.112524146677, 0.501226616986, Filner, Democrat, far-left Democrat, 27, 633, 170, 342
400078, 0.875166478504, 0.621932903049, Collins, Republican, rank-and-file Republican, 13, 173, 89, 105
400289, 0.16486847615, 0.488256559287, Nadler, Democrat, far-left Democrat, 18, 300, 135, 248
408839, 0.518058492912, 0.0116295198429, Poshard, Democrat, centrist Democratic follower, 4, 242, 4, 4
400099, 0.796043873626, 0.18919869859, Deal, Republican, moderate Republican follower, 4, 244, 15, 18
400160, 0.378329673971, 0.260300901779, Green, Democrat, rank-and-file Democrat, 4, 306, 71, 76
400126, 0.181848789456, 0.836041317709, Evans, Democrat, far-left Democratic leader, 25, 490, 373, 1037
400542, 0.306777754607, 0.575712514912, Borski, Democrat, rank-and-file Democrat, 4, 226, 178, 179
400380, 0.682967414099, 0.857126525195, Smith [NJ4], Republican, centrist Republican leader, 40, 329, 219, 530
400122, 0.158245693471, 0.707190850664, Engel, Democrat, far-left Democratic leader, 23, 400, 109, 227
400332, 0.787013206731, 0.783285028413, Ramstad, Republican, moderate Republican leader, 10, 217, 126, 177
400268, 0.374923646809, 0.576314243016, McNulty, Democrat, rank-and-file Democrat, 15, 266, 215, 305
400612, 0.229731596101, 0.67562670671, Vento, Democrat Farmer Labor, None, 20, 268, 213, 378
400124, 0.270375829482, 0.628304503982, Eshoo, Democrat, rank-and-file Democrat, 11, 236, 222, 471
300087, 0.268434793366, 0.888053001019, Schumer, Democrat, moderate Democratic leader, 50, 274, 292, 732
400300, 0.451880761566, 0.547009222235, Obey, Democrat, rank-and-file Democrat, 18, 55, 82, 99
400354, 0.304697300015, 0.362367150343, Sabo, Democrat, rank-and-file Democrat, 6, 150, 74, 85
400585, 0.27602273255, 0.731155929347, Gejdenson, Democrat, moderate Democratic leader, 8, 295, 267, 434
400216, 0.351691316625, 0.684421065479, Kildee, Democrat, moderate Democratic leader, 11, 251, 217, 295
400316, 0.589954861403, 0.243585318925, Peterson [MN7], Democrat, centrist Democrat, 11, 297, 10, 12
400511, 0.199823785251, 0.579791124728, Meek, Democrat, far-left Democrat, 13, 340, 179, 452
409954, 0.419169732292, 0.478612447267, Skaggs, Democrat, rank-and-file Democrat, 14, 122, 58, 74
400231, 0.229501735591, 0.826399300992, Lantos, Democrat, moderate Democratic leader, 23, 352, 278, 727
400417, 0.450597357488, 0.666083088461, Visclosky, Democrat, moderate Democratic leader, 13, 100, 320, 404
400387, 0.152809225467, 0.679200704028, Stark, Democrat, far-left Democratic leader, 60, 401, 181, 664
403364, 0.0, 0.31643046766, Dellums, Democrat, far-left Democrat, 3, 471, 48, 49
400416, 0.130506993385, 0.382952345633, Velázquez, Democrat, far-left Democrat, 10, 145, 89, 157
400520, 0.54517066064, 0.670169342521, Roemer, Democrat, centrist Democratic leader, 5, 112, 113, 132
400103, 0.221683837704, 0.711155000409, DeLauro, Democrat, far-left Democratic leader, 20, 354, 232, 632
400140, 0.176399919423, 0.645682686328, Frank, Democrat, far-left Democrat, 38, 480, 149, 312
400251, 0.153355169979, 0.795322287523, Maloney [NY14], Democrat, far-left Democratic leader, 52, 440, 257, 1165
402626, 0.23541282804, 0.64014872224, Clay, Democrat, rank-and-file Democrat, 12, 218, 151, 375
400281, 0.47627420005, 0.0066648685895, Mollohan, Democrat, moderate Democratic follower, 1, 76, 0, 0
400299, 0.336626464703, 0.60678664524, Oberstar, Democrat, rank-and-file Democrat, 16, 257, 135, 205
400326, 0.428419500577, 0.31515413574, Price, Democrat, rank-and-file Democrat, 4, 166, 70, 71
400291, 0.351500849309, 0.443383602841, Neal, Democrat, rank-and-file Democrat, 18, 308, 101, 191
400310, 0.346799597603, 0.158742254171, Pastor, Democrat, moderate Democratic follower, 4, 206, 15, 16
410889, 0.182563474321, 0.533736262948, Torres, Democrat, far-left Democrat, 4, 340, 143, 159
400599, 0.526616310727, 0.328316091391, Minge, Democrat, centrist Democrat, 9, 191, 44, 55
400513, 0.17203275379, 0.507083000036, McKinney, Democrat, far-left Democrat, 11, 191, 123, 230
400025, 0.263782021935, 0.419588650255, Berman, Democrat, rank-and-file Democrat, 1, 261, 67, 67
400223, 0.398879441479, 0.454922298011, Kleczka, Democrat, rank-and-file Democrat, 12, 249, 131, 191
400100, 0.284994566661, 0.720930956027, DeFazio, Democrat, moderate Democratic leader, 28, 328, 263, 534
400075, 0.339740199415, 0.252124129482, Clyburn, Democrat, rank-and-file Democrat, 6, 279, 38, 44
400572, 0.253391770378, 0.638751976425, Brown [CA42], Democrat, rank-and-file Democrat, 12, 341, 188, 341
400420, 0.620826485694, 0.592196311637, Walsh, Republican, centrist Republican, 8, 245, 217, 354
400210, 0.413678006668, 0.427076483628, Kanjorski, Democrat, rank-and-file Democrat, 10, 118, 83, 105
400386, 0.472700620494, 0.412329674308, Spratt, Democrat, rank-and-file Democrat, 7, 123, 58, 58
400178, 0.134024257343, 0.593231018587, Hinchey, Democrat, far-left Democrat, 15, 502, 209, 381
400537, 0.289974069158, 0.54391342598, LaFalce, Democrat, rank-and-file Democrat, 19, 264, 147, 226
400143, 0.223819470736, 0.14459160843, Frost, Democrat, lonely far-left Democratic , 3, 809, 20, 20
300096, 0.906509022586, 0.716421469181, Talent, Republican, far-right Republican, 23, 276, 106, 139
