ID, ideology, leadership, name, party, description, introduced_bills_109, cosponsored_bills_109, unique_cosponsors_109, total_cosponsors_109
400024, 0.37789147487, 0.353917393931, Berkley, Democrat, rank-and-file Democrat, 17, 481, 136, 216
400008, 0.39504921512, 0.605664002392, Andrews, Democrat, moderate Democratic leader, 128, 446, 149, 279
400073, 0.184647286609, 0.151080839964, Christensen, Democrat, lonely far-left Democratic , 21, 471, 64, 131
400199, 0.219853467882, 0.662292859678, Jackson Lee, Democrat, far-left Democratic leader, 51, 842, 246, 613
400093, 0.205339409724, 0.642171520475, Davis [IL7], Democrat, far-left Democratic leader, 36, 558, 191, 426
400409, 0.272918958149, 0.304265398926, Towns, Democrat, rank-and-file Democrat, 17, 556, 51, 52
400030, 0.483869727975, 0.297823629965, Bishop [GA2], Democrat, centrist Democrat, 6, 569, 69, 69
400312, 0.170550007999, 0.521866859482, Payne, Democrat, far-left Democrat, 9, 853, 203, 419
400295, 0.130403842912, 0.37694853228, Norton, Democrat, far-left Democrat, 35, 401, 115, 172
400075, 0.33823174095, 0.462422968985, Clyburn, Democrat, rank-and-file Democrat, 6, 224, 7, 7
400387, 0.0986557611863, 0.585255563415, Stark, Democrat, far-left Democratic leader, 20, 545, 204, 678
400133, 0.22735917348, 0.773868010466, Filner, Democrat, moderate Democratic leader, 32, 671, 345, 958
400263, 0.183765554719, 0.615804360939, McGovern, Democrat, far-left Democratic leader, 14, 793, 189, 409
400262, 0.114309416022, 0.504443109821, McDermott, Democrat, far-left Democrat, 22, 848, 169, 489
400130, 0.240408763002, 0.368750612175, Fattah, Democrat, rank-and-file Democrat, 9, 396, 129, 152
400121, 0.741620405534, 0.593451358933, Emerson, Republican, rank-and-file Republican, 23, 206, 244, 393
400087, 0.251484803944, 0.628861013017, Crowley, Democrat, moderate Democratic leader, 18, 610, 200, 393
400237, 0.0, 0.685477711103, Lee, Democrat, far-left Democratic leader, 46, 669, 222, 1672
400178, 0.171027271416, 0.585241317382, Hinchey, Democrat, far-left Democratic leader, 27, 661, 210, 546
400378, 0.226399965747, 0.741607688049, Slaughter, Democrat, moderate Democratic leader, 28, 360, 198, 713
400357, 0.171384721777, 0.652630168897, Sanders, Independent, left-leaning Independent, 21, 600, 217, 613
400438, 0.271052407387, 0.510075158444, Wynn, Democrat, rank-and-file Democrat, 14, 510, 59, 71
400513, 0.25285507753, 0.354116879493, McKinney, Democrat, rank-and-file Democrat, 23, 285, 68, 81
400275, 0.176853337337, 0.639140288427, Millender-McDonald, Democrat, far-left Democratic leader, 54, 406, 211, 759
400123, 0.855300032195, 1.0, English, Republican, far-right Republican leader, 82, 524, 399, 1294
400226, 0.681149605294, 0.503753903912, Kolbe, Republican, rank-and-file Republican, 18, 114, 123, 160
400305, 0.90428497327, 0.493142384792, Otter, Republican, far-right Republican, 13, 257, 151, 194
400134, 0.828808909648, 0.659160162604, Flake, Republican, rank-and-file Republican, 26, 204, 228, 477
400317, 0.783770214495, 0.53386215661, Peterson [PA5], Republican, rank-and-file Republican, 7, 132, 190, 267
400385, 0.982821151247, 0.757955057011, Souder, Republican, far-right Republican leader, 16, 514, 320, 523
400173, 0.90897689648, 0.670263049124, Hayworth, Republican, far-right Republican, 27, 275, 210, 355
400377, 0.521139351781, 0.291179162258, Skelton, Democrat, centrist Democrat, 4, 206, 74, 91
400335, 0.815175187514, 0.210224636372, Rehberg, Republican, moderate Republican follower, 12, 180, 25, 25
400380, 0.712155203637, 0.951958183583, Smith [NJ4], Republican, moderate Republican leader, 50, 341, 367, 1370
400064, 0.410694541224, 0.464630576807, Cardin, Democrat, rank-and-file Democrat, 16, 283, 108, 167
400170, 0.255183704741, 0.573262176841, Hastings [FL23], Democrat, rank-and-file Democrat, 28, 501, 213, 501
400320, 0.891846974236, 0.657759551044, Pitts, Republican, far-right Republican, 20, 303, 244, 399
400189, 0.402090357048, 0.627668542676, Hoyer, Democrat, moderate Democratic leader, 15, 185, 234, 477
400421, 0.846278749075, 0.356093614929, Wamp, Republican, far-right Republican, 6, 288, 166, 187
400435, 0.728268839527, 0.5332458626, Wolf, Republican, rank-and-file Republican, 12, 357, 177, 272
400206, 0.888434166971, 0.738757225863, Johnson [TX3], Republican, far-right Republican leader, 20, 263, 207, 432
400036, 0.780349031849, 0.514130552987, Boehner, Republican, rank-and-file Republican, 26, 115, 61, 97
400296, 0.926907686742, 0.696459439486, Norwood, Republican, far-right Republican, 22, 311, 217, 487
400222, 0.66743967881, 0.70025224598, Kirk, Republican, centrist Republican, 31, 255, 322, 530
400413, 0.350557086616, 0.492701670759, Udall [NM3], Democrat, rank-and-file Democrat, 25, 261, 140, 210
400403, 0.42202311219, 0.619532131376, Thompson [CA1], Democrat, moderate Democratic leader, 18, 195, 241, 496
400095, 0.890723681963, 0.759757504974, Davis [VA1], Republican, far-right Republican leader, 36, 402, 234, 465
400196, 0.770031207774, 0.809077503402, Issa, Republican, moderate Republican leader, 33, 287, 372, 934
400264, 0.713559742331, 0.455653482425, McHugh, Republican, rank-and-file Republican, 18, 391, 186, 222
400159, 0.83613700711, 0.726573395468, Green [WI8], Republican, moderate Republican leader, 28, 281, 362, 524
400384, 0.141630488994, 0.59707136952, Solis, Democrat, far-left Democratic leader, 19, 467, 204, 722
400359, 0.716576724233, 0.750493882465, Saxton, Republican, moderate Republican leader, 26, 250, 271, 537
400316, 0.628422595127, 0.55821617022, Peterson [MN7], Democrat, centrist Democrat, 16, 440, 119, 185
400213, 0.661890886236, 0.835465550754, Kelly, Republican, centrist Republican leader, 31, 270, 362, 1100
400017, 0.952356229527, 0.705682679494, Bartlett, Republican, far-right Republican, 20, 358, 181, 370
400082, 0.47025624656, 0.274017273029, Costello, Democrat, centrist Democrat, 6, 271, 27, 47
400140, 0.217686263047, 0.597900344605, Frank, Democrat, far-left Democratic leader, 32, 658, 183, 442
400350, 0.267392795441, 0.515503845897, Rush, Democrat, rank-and-file Democrat, 16, 353, 205, 377
400299, 0.387793083558, 0.57636719078, Oberstar, Democrat, moderate Democratic leader, 16, 358, 235, 514
400118, 0.531098220136, 0.550936079255, Edwards, Democrat, centrist Democrat, 10, 180, 240, 368
400232, 0.4418876013, 0.194173265807, Larsen, Democrat, moderate Democratic follower, 9, 292, 31, 43
400266, 0.603956317725, 0.55126277447, McIntyre, Democrat, centrist Democrat, 10, 367, 263, 393
400185, 0.210972404381, 0.458839377535, Honda, Democrat, far-left Democrat, 13, 597, 156, 276
400097, 0.324824594446, 0.448981660231, Davis [CA53], Democrat, rank-and-file Democrat, 18, 384, 115, 166
400033, 0.303587225412, 0.539241314837, Blumenauer, Democrat, rank-and-file Democrat, 26, 407, 205, 408
400375, 0.714980460405, 0.63619515011, Simmons, Republican, rank-and-file Republican, 35, 451, 208, 375
400321, 0.779969083221, 0.384387683713, Platts, Republican, rank-and-file Republican, 23, 402, 122, 189
400227, 0.0760651696971, 0.46997879419, Kucinich, Democrat, far-left Democrat, 26, 608, 182, 758
400289, 0.170129520344, 0.548392652449, Nadler, Democrat, far-left Democrat, 26, 510, 181, 537
400198, 0.199289446238, 0.422541679792, Jackson, Democrat, far-left Democrat, 11, 338, 222, 361
400423, 0.17583980482, 0.600255126367, Watson, Democrat, far-left Democratic leader, 5, 553, 82, 87
400306, 0.0854285645331, 0.254780318347, Owens, Democrat, far-left Democrat, 19, 908, 57, 66
400416, 0.259176081686, 0.332657143238, Velázquez, Democrat, rank-and-file Democrat, 12, 206, 96, 183
400308, 0.264059445298, 0.610248659484, Pallone, Democrat, moderate Democratic leader, 51, 584, 230, 675
400050, 0.214052982652, 0.592431751442, Brown [OH13], Democrat, far-left Democratic leader, 23, 704, 175, 335
400436, 0.0929448749872, 0.540732192616, Woolsey, Democrat, far-left Democrat, 19, 655, 177, 695
400422, 0.176627427629, 0.536245087184, Waters, Democrat, far-left Democrat, 27, 306, 183, 680
400301, 0.18951389047, 0.275817430541, Olver, Democrat, far-left Democrat, 5, 339, 50, 55
400163, 0.15937041263, 0.456758894208, Gutiérrez, Democrat, far-left Democrat, 7, 455, 64, 84
400100, 0.323583237373, 0.371441867495, DeFazio, Democrat, rank-and-file Democrat, 18, 416, 71, 107
400067, 0.170212266865, 0.284194540692, Carson, Democrat, far-left Democrat, 7, 466, 51, 56
400379, 0.446002422567, 0.312829183893, Smith [WA9], Democrat, rank-and-file Democrat, 11, 347, 131, 187
400207, 0.679695959059, 0.158070853568, Johnson [IL15], Republican, moderate Republican follower, 9, 161, 22, 31
400034, 0.841750423117, 0.715702619308, Blunt, Republican, rank-and-file Republican, 17, 157, 228, 408
400332, 0.763771894941, 0.741266956173, Ramstad, Republican, moderate Republican leader, 28, 287, 301, 605
400277, 0.777370052739, 0.615754778262, Miller [CA42], Republican, rank-and-file Republican, 13, 195, 270, 340
400236, 0.537571080463, 0.65999507201, Leach, Republican, centrist Republican, 17, 284, 185, 277
400427, 0.921144034846, 0.730232584929, Weldon [FL15], Republican, far-right Republican leader, 15, 231, 241, 447
400279, 0.988806763666, 0.737367777473, Miller [FL1], Republican, far-right Republican leader, 16, 477, 140, 239
400242, 0.762733539286, 0.370048193767, Linder, Republican, rank-and-file Republican, 13, 130, 88, 111
400187, 0.897847735649, 0.570150032896, Hostettler, Republican, far-right Republican, 7, 207, 135, 241
400392, 0.823755088005, 0.501211220059, Sullivan, Republican, rank-and-file Republican, 11, 184, 99, 158
400221, 0.852351428617, 0.483353151676, Kingston, Republican, far-right Republican, 4, 171, 110, 137
400315, 0.935265666661, 0.671258102637, Pence, Republican, far-right Republican, 12, 342, 222, 410
400394, 0.899060111062, 0.679471164363, Tancredo, Republican, far-right Republican, 23, 308, 86, 124
400337, 0.401024723768, 0.254328656906, Reyes, Democrat, rank-and-file Democrat, 14, 370, 48, 61
400160, 0.427446266589, 0.55340416261, Green [TX29], Democrat, rank-and-file Democrat, 36, 454, 119, 178
400091, 0.732710474063, 0.868532030697, Cunningham, Republican, moderate Republican leader, 9, 115, 270, 315
400179, 0.389983961039, 0.547343696703, Hinojosa, Democrat, rank-and-file Democrat, 15, 357, 210, 430
400290, 0.249959404869, 0.265299806517, Napolitano, Democrat, rank-and-file Democrat, 2, 381, 123, 123
400128, 0.388850123022, 0.187183413144, Faleomavaega, Democrat, moderate Democratic follower, 11, 164, 58, 72
400428, 0.662407176307, 0.713374839935, Weldon [PA7], Republican, centrist Republican, 18, 316, 228, 366
400271, 0.272450410335, 0.315304740341, Meeks, Democrat, rank-and-file Democrat, 11, 459, 116, 219
400361, 0.341373463872, 0.555515713624, Schiff, Democrat, rank-and-file Democrat, 20, 484, 206, 370
400231, 0.232186253471, 0.706856543798, Lantos, Democrat, moderate Democratic leader, 28, 655, 240, 745
400001, 0.261784611269, 0.402170673344, Abercrombie, Democrat, rank-and-file Democrat, 15, 486, 157, 246
400426, 0.297096906781, 0.557803785524, Weiner, Democrat, rank-and-file Democrat, 27, 365, 208, 351
400211, 0.257305895096, 0.432662856615, Kaptur, Democrat, rank-and-file Democrat, 34, 362, 97, 142
400094, 0.455011247113, 0.407056414581, Davis [FL11], Democrat, rank-and-file Democrat, 7, 201, 137, 172
400201, 0.358714350262, 0.526844045243, Jefferson, Democrat, rank-and-file Democrat, 28, 594, 113, 197
400042, 0.523959440568, 0.346736534425, Boswell, Democrat, centrist Democrat, 11, 290, 211, 235
400238, 0.343572223279, 0.500752548389, Levin, Democrat, rank-and-file Democrat, 5, 250, 92, 133
400059, 0.843211967924, 0.6878208127, Cannon, Republican, rank-and-file Republican, 25, 225, 177, 237
400367, 0.998028207208, 0.836755167241, Sessions, Republican, far-right Republican leader, 41, 378, 194, 275
400414, 0.75730706193, 0.712681017679, Upton, Republican, rank-and-file Republican, 10, 245, 210, 314
400327, 0.72256936443, 0.796741991848, Pryce, Republican, moderate Republican leader, 23, 145, 270, 478
400099, 0.805896966892, 0.517658287162, Deal, Republican, rank-and-file Republican, 13, 143, 123, 182
400228, 0.764857562199, 0.590175504964, LaHood, Republican, rank-and-file Republican, 19, 276, 317, 417
400330, 0.7536399865, 0.613029104316, Radanovich, Republican, rank-and-file Republican, 16, 174, 258, 352
400122, 0.322747250196, 0.772800192096, Engel, Democrat, moderate Democratic leader, 20, 495, 255, 514
400342, 0.835623107351, 0.714465372283, Rogers [MI8], Republican, rank-and-file Republican, 26, 209, 342, 586
400058, 0.801441768038, 0.859869090595, Camp, Republican, moderate Republican leader, 23, 159, 296, 581
