id,total_votes,missed_votes,percent,percentile,first_vote_date,last_vote_date
403462,7381,2362,32.001083864,99.7727272727,1955-01-05,1980-05-30
400080,6763,2054,30.3711370693,99.5454545455,1965-01-04,1980-12-15
406671,1254,374,29.8245614035,99.3181818182,1979-01-15,1980-12-15
411726,7148,2000,27.9798545048,99.0909090909,1963-01-09,1980-12-15
403031,54,15,27.7777777778,98.8636363636,1980-11-12,1980-12-15
400850,7469,2000,26.777346365,98.6363636364,1961-01-03,1980-12-15
402095,4920,1302,26.4634146341,98.4090909091,1973-01-03,1980-12-15
405571,4051,1048,25.8701555172,98.1818181818,1975-01-14,1980-12-15
400440,4988,1259,25.2405773857,97.9545454545,1973-03-14,1980-12-15
406994,3833,877,22.8802504566,97.7272727273,1973-01-03,1980-12-15
402626,6061,1384,22.8345157565,97.5,1969-01-03,1980-12-15
402510,6017,1358,22.5693867376,97.2727272727,1969-01-03,1980-12-15
409469,5416,1213,22.3966026588,97.0454545455,1971-01-21,1980-07-31
411685,1247,269,21.5717722534,96.8181818182,1979-01-15,1980-12-15
400580,1243,260,20.9171359614,96.5909090909,1979-01-15,1980-12-15
408062,7090,1470,20.7334273625,96.3636363636,1963-01-09,1980-12-15
404422,1994,406,20.3610832497,96.1363636364,1978-02-21,1980-12-15
407262,5731,1144,19.9616122841,95.9090909091,1971-01-21,1980-12-15
408621,7107,1405,19.7692415928,95.6818181818,1963-01-09,1980-12-15
410926,5020,964,19.203187251,95.4545454545,1973-01-03,1980-12-15
408094,2722,519,19.066862601,95.2272727273,1977-01-04,1980-10-02
408680,4223,803,19.0149183045,95.0,1971-01-21,1980-12-15
400085,5937,1122,18.8984335523,94.7727272727,1969-12-01,1980-12-15
401573,8671,1631,18.8098258563,94.5454545455,1949-01-03,1980-12-15
402763,4914,902,18.3557183557,94.3181818182,1973-06-07,1980-12-15
405236,7080,1297,18.3192090395,94.0909090909,1963-01-09,1980-12-15
404630,6100,1113,18.2459016393,93.8636363636,1969-05-01,1980-12-15
400761,6198,1126,18.1671506938,93.6363636364,1969-01-03,1980-12-15
407352,6401,1159,18.1065458522,93.4090909091,1967-12-14,1980-12-15
411725,5119,924,18.0504004688,93.1818181818,1973-01-03,1980-12-15
406001,3970,713,17.959697733,92.9545454545,1975-01-14,1980-12-12
300034,4042,714,17.6645225136,92.7272727273,1975-01-14,1980-12-15
411025,7466,1302,17.4390570587,92.5,1961-05-17,1980-12-15
407519,5744,996,17.3398328691,92.2727272727,1971-01-21,1980-12-15
408211,4064,703,17.2982283465,92.0454545455,1975-01-14,1980-12-15
404519,7683,1316,17.1287257582,91.8181818182,1959-01-07,1980-12-15
410932,4616,790,17.1143847487,91.5909090909,1973-01-03,1980-03-06
401418,6106,1038,16.9996724533,91.3636363636,1969-01-03,1980-12-15
403260,5707,969,16.9791484142,91.1363636364,1971-04-29,1980-12-15
400397,368,62,16.847826087,90.9090909091,1980-05-22,1980-12-15
410363,1257,211,16.7859984089,90.6818181818,1979-01-15,1980-12-15
406046,5135,852,16.5920155794,90.4545454545,1973-01-03,1980-12-15
400425,4004,663,16.5584415584,90.2272727273,1975-01-14,1980-12-15
404220,6970,1148,16.4705882353,90.0,1965-01-04,1980-12-15
403556,1260,207,16.4285714286,89.7727272727,1979-01-15,1980-12-15
407433,7008,1139,16.2528538813,89.5454545455,1965-01-04,1980-12-15
409572,4031,642,15.9265690896,89.3181818182,1975-01-14,1980-12-15
400572,6561,1024,15.6073769242,89.0909090909,1963-01-09,1980-12-15
411765,8018,1249,15.5774507358,88.8636363636,1953-01-03,1980-12-15
406992,6117,950,15.5304888017,88.6363636364,1969-01-03,1980-12-15
408065,5719,888,15.5271900682,88.4090909091,1971-01-21,1980-12-15
402918,5717,882,15.4276718559,88.1818181818,1971-01-21,1980-12-15
408957,2793,430,15.395631937,87.9545454545,1977-01-04,1980-12-15
410407,6091,923,15.1535051716,87.7272727273,1969-01-03,1980-12-15
404163,2807,418,14.8913430709,87.5,1977-01-04,1980-12-15
410394,2801,416,14.8518386291,87.2727272727,1977-01-04,1980-12-15
400987,4037,588,14.565271241,87.0454545455,1975-01-14,1980-12-15
406111,6049,872,14.4156058853,86.8181818182,1969-04-01,1980-12-15
411995,3965,571,14.4010088272,86.5909090909,1975-01-14,1980-12-15
409400,5098,725,14.2212632405,86.3636363636,1973-01-03,1980-12-15
400286,5113,727,14.2186583219,86.1363636364,1973-01-03,1980-12-15
409344,8479,1198,14.1290246491,85.9090909091,1949-01-03,1980-12-15
411119,6631,935,14.1004373398,85.6818181818,1967-01-10,1980-12-15
408970,2789,390,13.9835066332,85.4545454545,1977-01-04,1980-12-15
401585,4071,566,13.9032178826,85.2272727273,1975-01-14,1980-12-15
409422,7568,1042,13.7684989429,85.0,1959-01-07,1980-12-15
403644,4671,637,13.6373367587,84.7727272727,1963-01-09,1980-12-15
407686,4295,585,13.6204889406,84.5454545455,1969-01-03,1979-09-26
405887,2803,379,13.5212272565,84.3181818182,1977-01-04,1980-12-15
408994,6647,891,13.404543403,84.0909090909,1967-01-10,1980-12-15
410779,7743,1036,13.3798269405,83.8636363636,1955-01-05,1980-12-15
401029,2761,369,13.3647229265,83.6363636364,1977-01-04,1980-12-15
403730,6675,887,13.2883895131,83.4090909091,1967-01-10,1980-12-15
405053,4817,634,13.1617189122,83.1818181818,1965-01-04,1980-12-15
402710,1270,163,12.8346456693,82.9545454545,1979-01-15,1980-12-15
409208,3956,507,12.8159757331,82.7272727273,1975-01-14,1980-12-15
402463,6103,776,12.7150581681,82.5,1969-01-03,1980-12-15
407282,1271,160,12.5885129819,82.2727272727,1979-01-15,1980-12-15
409164,8078,1015,12.5649913345,82.0454545455,1953-01-03,1980-12-15
410588,5035,631,12.5322740814,81.8181818182,1973-01-03,1980-12-15
404520,7310,914,12.5034199726,81.5909090909,1963-01-09,1980-12-15
403918,2808,350,12.4643874644,81.3636363636,1977-01-04,1980-12-15
409283,7304,898,12.2946330778,81.1363636364,1962-02-05,1980-12-15
408506,1257,154,12.2513922037,80.9090909091,1979-01-15,1980-12-15
403308,7067,863,12.2116881279,80.6818181818,1965-01-04,1980-12-15
404236,5829,711,12.197632527,80.4545454545,1970-11-16,1980-12-15
411912,8035,979,12.1841941506,80.2272727273,1955-01-05,1980-12-15
404213,4036,491,12.1655104063,80.0,1975-01-14,1980-12-15
300012,5028,609,12.1121718377,79.7727272727,1972-10-12,1980-12-15
405985,2800,339,12.1071428571,79.5454545455,1977-01-04,1980-12-15
400959,7984,965,12.0866733467,79.3181818182,1955-01-05,1980-12-15
400949,7426,897,12.079181255,79.0909090909,1961-01-03,1980-12-15
411928,7237,873,12.0630095343,78.8636363636,1963-01-09,1980-12-15
400878,5131,617,12.0249464042,78.6363636364,1973-01-03,1980-12-15
405603,5116,615,12.0211102424,78.4090909091,1973-01-03,1980-12-15
401560,4985,595,11.9358074223,78.1818181818,1973-03-29,1980-12-15
402900,7445,880,11.8200134318,77.9545454545,1961-01-03,1980-12-15
405853,330,39,11.8181818182,77.7272727273,1980-06-10,1980-12-15
407818,6437,758,11.7756718968,77.5,1953-01-03,1980-12-15
401867,6823,803,11.7690165616,77.2727272727,1966-01-27,1980-12-15
406740,1258,147,11.6852146264,77.0454545455,1979-01-15,1980-12-15
403344,1263,147,11.6389548694,76.8181818182,1979-01-15,1980-12-15
407370,5734,667,11.6323683293,76.5909090909,1971-01-21,1980-12-15
405496,1259,146,11.5965051628,76.3636363636,1979-01-15,1980-12-15
403364,5721,661,11.5539241391,76.1363636364,1971-01-21,1980-12-15
