ID, ideology, leadership, name, party, description, introduced_bills_96, cosponsored_bills_96, unique_cosponsors_96, total_cosponsors_96
407081, 0.202888694883, 0.611322758421, Magnuson, Democrat, far-left Democrat, 28, 101, 52, 96
300053, 0.443794615535, 0.587786037296, Hollings, Democrat, rank-and-file Democrat, 20, 162, 44, 71
408597, 0.0524220504273, 0.530702858842, Pell, Democrat, far-left Democrat, 108, 146, 40, 66
402990, 0.291557349687, 0.7969401745, Cranston, Democrat, moderate Democratic leader, 111, 168, 83, 300
403677, 0.314436338941, 0.487264789078, Durkin, Democrat, rank-and-file Democrat, 73, 187, 59, 111
403700, 0.309982708621, 0.553945245008, Eagleton, Democrat, rank-and-file Democrat, 34, 99, 36, 48
405969, 0.16609895375, 0.847181576861, Javits, Republican, centrist Republican leader, 49, 210, 77, 304
300059, 0.141631224729, 0.962508052881, Kennedy, Democrat, far-left Democratic leader, 71, 138, 94, 370
408123, 0.296985179518, 0.93111709021, Nelson, Democrat, moderate Democratic leader, 99, 125, 93, 551
409027, 0.297884799784, 0.678214428177, Randolph, Democrat, rank-and-file Democrat, 65, 254, 38, 56
409666, 0.378492505225, 0.633239933918, Schweiker, Republican, centrist Republican, 24, 85, 59, 169
410242, 0.224896786783, 0.386606242963, Stafford, Republican, centrist Republican, 12, 121, 34, 42
411659, 0.0, 0.814364983917, Williams, Democrat, far-left Democratic leader, 75, 170, 80, 265
407259, 0.253212321883, 0.84889389354, Mathias, Republican, centrist Republican leader, 109, 145, 99, 328
401248, 0.317685642696, 0.980229693383, Bayh, Democrat, moderate Democratic leader, 73, 174, 99, 678
404629, 0.92003779034, 0.612959517163, Goldwater, Republican, far-right Republican, 20, 192, 76, 171
400565, 0.563234548656, 0.741097379909, Roth, Republican, moderate Republican leader, 40, 92, 78, 243
411421, 0.267468688669, 0.414734238153, Weicker, Republican, centrist Republican, 34, 98, 33, 56
402495, 0.463194391082, 0.650631818669, Chiles, Democrat, rank-and-file Democrat, 33, 104, 64, 121
403515, 0.671260049041, 1.0, Dole, Republican, moderate Republican leader, 105, 181, 91, 641
402271, 0.57244166025, 0.505789632413, Cannon, Democrat, centrist Democrat, 94, 99, 39, 75
404444, 0.957024864693, 0.369965246896, Garn, Republican, far-right Republican, 10, 161, 51, 77
404598, 0.43679649648, 0.473922649613, Glenn, Democrat, rank-and-file Democrat, 21, 83, 30, 33
300056, 0.317363569093, 0.724650690878, Inouye, Democrat, moderate Democratic leader, 126, 119, 75, 213
410351, 0.339399609888, 0.672953802562, Stevenson, Democrat, rank-and-file Democrat, 34, 56, 80, 194
405751, 0.468753407318, 0.491045514222, Huddleston, Democrat, rank-and-file Democrat, 21, 134, 45, 82
300065, 0.261342468336, 0.504251285841, Leahy, Democrat, far-left Democrat, 21, 160, 41, 62
407451, 0.312564974028, 0.667366492499, McGovern, Democrat, rank-and-file Democrat, 65, 225, 71, 168
407924, 0.649512150519, 0.479672968355, Morgan, Democrat, centrist Democrat, 34, 129, 64, 102
300157, 0.850311907514, 0.714474471838, Thurmond, Republican, far-right Republican leader, 69, 277, 76, 209
405212, 0.446368330086, 0.564770548781, Hatfield, Republican, centrist Republican, 47, 187, 62, 133
404738, 0.366375091041, 0.552573017668, Gravel, Democrat, rank-and-file Democrat, 37, 107, 40, 75
408083, 0.298911283362, 0.679056374792, Muskie, Democrat, rank-and-file Democrat, 18, 25, 75, 79
408937, 0.404889586997, 0.682230269407, Proxmire, Democrat, rank-and-file Democrat, 76, 72, 80, 174
300094, 0.68147646745, 0.710877493987, Stevens, Republican, moderate Republican leader, 38, 168, 98, 231
405920, 0.203667131398, 0.76485541924, Jackson, Democrat, far-left Democratic leader, 107, 116, 73, 133
300008, 0.353736417461, 0.389349098112, Biden, Democrat, rank-and-file Democrat, 11, 59, 12, 16
402004, 0.429047973887, 0.495720628776, Bumpers, Democrat, rank-and-file Democrat, 27, 116, 63, 107
402527, 0.417190798932, 0.842045015407, Church, Democrat, moderate Democratic leader, 96, 116, 54, 119
402023, 0.414244956791, 0.535168890213, Burdick, Democrat, rank-and-file Democrat, 21, 133, 47, 84
