ID, ideology, leadership, name, party, description, introduced_bills_97, cosponsored_bills_97, unique_cosponsors_97, total_cosponsors_97
409164, 0.697029343613, 0.619375717348, Rhodes, Republican, moderate Republican leader, 3, 73, 63, 63
400253, 0.205765840711, 0.615817643792, Markey, Democrat, far-left Democrat, 8, 367, 186, 405
407471, 0.312311937652, 0.452977996348, McHugh, Democrat, rank-and-file Democrat, 6, 200, 57, 69
408109, 0.531631392475, 0.513588465753, Neal, Democrat, rank-and-file Democrat, 28, 425, 42, 46
408633, 0.469093105025, 0.565955956128, Perkins, Democrat, rank-and-file Democrat, 31, 158, 161, 216
409353, 0.450140914021, 0.705020296239, Roe, Democrat, moderate Democratic leader, 138, 658, 169, 277
405598, 0.891160830889, 0.653166831159, Holt, Republican, far-right Republican leader, 48, 379, 267, 356
409632, 0.161906625704, 0.537535307746, Scheuer, Democrat, far-left Democrat, 13, 416, 26, 35
411947, 0.247126659433, 0.602686839317, Yates, Democrat, far-left Democrat, 24, 195, 132, 162
411948, 0.505509330353, 0.489104833719, Yatron, Democrat, rank-and-file Democrat, 14, 398, 127, 177
400761, 0.621264472107, 0.468572420129, Alexander, Democrat, centrist Democrat, 21, 127, 121, 147
405006, 0.755389628713, 0.596394447869, Hammerschmidt, Republican, rank-and-file Republican, 73, 182, 98, 113
401155, 0.762152719594, 0.335868397483, Barnard, Democrat, centrist Democrat, 16, 334, 19, 23
402026, 0.938826398893, 0.384219493903, Burgener, Republican, far-right Republican, 7, 252, 47, 53
403178, 0.859564890622, 0.130401819437, Daniel [VA5], Democrat, centrist Democratic follower, 10, 158, 11, 11
403545, 0.83999431145, 0.698678723113, Dornan, Republican, far-right Republican leader, 41, 308, 258, 389
403769, 0.870570695738, 0.476482632568, Edwards [OK5], Republican, far-right Republican, 20, 173, 138, 194
406530, 0.934220945723, 0.525195307757, Lagomarsino, Republican, far-right Republican, 46, 539, 175, 313
408092, 0.808224002865, 0.697327633418, Myers, Republican, moderate Republican leader, 5, 95, 244, 253
409454, 0.925834769806, 0.628819385661, Rudd, Republican, far-right Republican leader, 9, 177, 267, 345
411247, 0.836306994786, 0.549513798398, Walker, Republican, far-right Republican, 18, 157, 66, 93
411725, 0.667707075954, 0.257363101043, Wilson, Democrat, centrist Democratic follower, 20, 342, 1, 1
400527, 0.144642039307, 0.516497380553, Bonior, Democrat, far-left Democrat, 16, 324, 53, 63
405313, 0.624949425017, 0.135489361669, Hefner, Democrat, centrist Democratic follower, 5, 142, 0, 0
402893, 0.844464291208, 0.498870559212, Corcoran, Republican, far-right Republican, 26, 340, 162, 217
400236, 0.564060271928, 0.66388749778, Leach, Republican, centrist Republican leader, 17, 237, 259, 346
406690, 0.455260047058, 0.32519150341, Lederer, Democrat, rank-and-file Democrat, 2, 15, 0, 0
409142, 0.321195390014, 0.559486992061, Reuss, Democrat, rank-and-file Democrat, 15, 112, 100, 150
401513, 0.338799643376, 0.74791288777, Blanchard, Democrat, moderate Democratic leader, 14, 198, 213, 330
400080, 0.0741735897818, 0.537862117005, Conyers, Democrat, far-left Democrat, 18, 379, 112, 163
404097, 0.483648092476, 0.60471476083, Fish, Republican, centrist Republican, 41, 525, 193, 331
400600, 0.12164773576, 0.707094637343, Moakley, Democrat, far-left Democratic leader, 39, 266, 209, 418
408244, 0.408903591395, 0.457265781626, Nowak, Democrat, rank-and-file Democrat, 23, 184, 100, 141
409344, 0.159386236626, 0.782888135102, Rodino, Democrat, far-left Democratic leader, 57, 261, 259, 565
410407, 0.163517924588, 0.310961662036, Stokes, Democrat, far-left Democrat, 8, 407, 34, 37
410496, 0.208537925314, 0.668808771373, Studds, Democrat, far-left Democrat, 24, 173, 187, 585
400612, 0.103439006255, 0.688917819389, Vento, Democrat, far-left Democrat, 16, 555, 255, 582
404634, 0.447345212622, 0.576061381943, González, Democrat, rank-and-file Democrat, 50, 93, 120, 244
405053, 0.845407625602, 0.649179716603, Hansen [ID2], Republican, far-right Republican leader, 80, 219, 133, 143
300051, 0.250314184828, 0.739597746371, Harkin, Democrat, far-left Democratic leader, 20, 223, 309, 695
405687, 0.339648791831, 0.753729630616, Howard, Democrat, moderate Democratic leader, 48, 382, 236, 473
405724, 0.683409611674, 0.0153483859412, Hubbard, Democrat, centrist Democratic follower, 12, 189, 0, 0
406125, 0.596873624994, 0.766076521977, Jones [OK1], Democrat, moderate Democratic leader, 25, 45, 320, 503
400216, 0.219822059356, 0.542016721719, Kildee, Democrat, far-left Democrat, 8, 375, 95, 128
406766, 0.570671626698, 0.782111096423, Levitas, Democrat, moderate Democratic leader, 22, 87, 299, 445
406908, 0.527865082554, 0.570159015067, Long [LA8], Democrat, rank-and-file Democrat, 20, 94, 159, 161
406992, 0.745242981404, 0.568381668634, Luján, Republican, rank-and-file Republican, 46, 169, 266, 330
407306, 0.476927542312, 0.453790558166, Mazzoli, Democrat, rank-and-file Democrat, 17, 198, 51, 65
407352, 0.522950852743, 0.276138618472, McCloskey, Republican, centrist Republican, 10, 180, 54, 61
300073, 0.178509084535, 0.809673867841, Mikulski, Democrat, far-left Democratic leader, 20, 428, 326, 868
407773, 0.370101300669, 0.444305584066, Minish, Democrat, rank-and-file Democrat, 43, 262, 90, 110
407813, 0.18150246845, 0.679400830522, Moffett, Democrat, far-left Democrat, 21, 300, 218, 599
409446, 0.215304287211, 0.511489062034, Roybal, Democrat, far-left Democrat, 46, 139, 157, 192
404079, 0.631759870915, 0.769173864761, Findley, Republican, centrist Republican leader, 42, 192, 230, 358
401796, 0.653803894689, 0.627364911544, Brinkley, Democrat, centrist Democrat, 27, 124, 90, 137
404880, 0.782637064143, 0.573749985586, Guyer, Republican, rank-and-file Republican, 51, 141, 54, 60
409599, 0.742810932611, 0.630490956147, Sawyer, Republican, moderate Republican leader, 30, 222, 179, 338
404897, 0.832069488805, 0.50112567496, Hagedorn, Republican, far-right Republican, 14, 192, 115, 149
401560, 0.499632015683, 0.524122508081, Boggs, Democrat, rank-and-file Democrat, 7, 137, 91, 103
401034, 0.894125831927, 0.576760606322, Bafalis, Republican, far-right Republican, 18, 272, 135, 205
401291, 0.351950019641, 0.778010680429, Bedell, Democrat, moderate Democratic leader, 36, 499, 243, 608
401453, 0.0799854324113, 0.748852976523, Bingham, Democrat, far-left Democratic leader, 35, 389, 220, 496
403403, 0.576847362587, 0.505996996998, Derrick, Democrat, rank-and-file Democrat, 27, 103, 12, 12
403581, 0.108447519379, 0.696377775099, Downey, Democrat, far-left Democratic leader, 41, 336, 254, 625
404213, 0.239131162405, 0.711604723304, Ford [TN8], Democrat, far-left Democratic leader, 20, 373, 274, 378
405482, 0.737664496251, 0.4889903897, Hillis, Republican, rank-and-file Republican, 12, 98, 44, 46
400192, 0.804887587875, 0.722944715519, Hyde, Republican, moderate Republican leader, 23, 327, 313, 533
406730, 0.195369482314, 0.510387132659, Lehman, Democrat, far-left Democrat, 16, 352, 110, 126
407801, 0.0, 0.580412904378, Mitchell [MD7], Democrat, far-left Democrat, 27, 581, 133, 223
403777, 0.743390829536, 0.0870174535434, Edwards [AL1], Republican, moderate Republican follower, 22, 96, 4, 4
403314, 0.383668661099, 0.190618549532, de Lugo, Democrat, moderate Democratic follower, 10, 206, 40, 60
400895, 0.517821138922, 0.83865923872, Annunzio, Democrat, moderate Democratic leader, 33, 202, 367, 862
403776, 0.0290030674388, 0.70704928331, Edwards [CA10], Democrat, far-left Democratic leader, 29, 303, 229, 476
401310, 0.241394862246, 0.480423401597, Beilenson, Democrat, far-left Democrat, 19, 263, 73, 87
402124, 0.819300586016, 0.433575959083, Butler, Republican, rank-and-file Republican, 14, 233, 93, 121
407349, 0.747649832348, 0.4289789195, McClory, Republican, rank-and-file Republican, 21, 199, 72, 91
409735, 0.150627385416, 0.691389055416, Seiberling, Democrat, far-left Democratic leader, 32, 279, 162, 338
411166, 0.538118088859, 0.612086200814, Volkmer, Democrat, rank-and-file Democrat, 29, 103, 249, 290
402918, 0.432384651294, 0.311664063992, Cotter, Democrat, rank-and-file Democrat, 5, 23, 25, 25
400537, 0.32894711799, 0.806221965573, LaFalce, Democrat, moderate Democratic leader, 60, 359, 334, 945
400987, 0.349240454386, 0.545927730817, AuCoin, Democrat, rank-and-file Democrat, 16, 275, 93, 134
401417, 0.696214034107, 0.05161947634, Bevill, Democrat, centrist Democratic follower, 4, 317, 6, 6
402747, 0.717371081973, 0.463512599995, Coleman, Republican, rank-and-file Republican, 16, 88, 101, 151
403895, 0.486921913151, 0.518623012287, Ertel, Democrat, rank-and-file Democrat, 11, 207, 43, 62
405314, 0.424539127126, 0.560056030929, Heftel, Democrat, rank-and-file Democrat, 39, 206, 165, 285
300057, 0.486866076365, 0.772818175823, Jeffords, Republican, centrist Republican leader, 25, 311, 260, 526
406351, 0.968432129048, 0.399355727004, Kindness, Republican, far-right Republican, 9, 247, 58, 58
300069, 1.0, 0.55890806479, Lott, Republican, far-right Republican, 16, 241, 186, 274
407162, 0.709546871688, 0.647722250882, Marlenee, Republican, moderate Republican leader, 26, 122, 246, 314
407783, 0.689023225273, 0.39939541783, Mitchell [NY31], Republican, rank-and-file Republican, 57, 260, 107, 125
408907, 0.447186259258, 0.245176929405, Price, Democrat, moderate Democratic follower, 44, 158, 3, 32
410394, 0.725209586766, 0.242834859097, Stockman, Republican, rank-and-file Republican, 0, 2, 0, 0
411587, 0.648637323009, 0.330130286311, Whitten, Democrat, centrist Democrat, 53, 66, 85, 89
404277, 0.462642728892, 0.658439262429, Fowler, Democrat, rank-and-file Democrat, 12, 130, 233, 332
400713, 0.354994982636, 0.847351914273, Addabbo, Democrat, moderate Democratic leader, 35, 365, 262, 643
400572, 0.24632296654, 0.569348735295, Brown [CA36], Democrat, far-left Democrat, 20, 305, 65, 83
