ID, ideology, leadership, name, party, description, introduced_bills_112, cosponsored_bills_112, unique_cosponsors_112, total_cosponsors_112
400110, 0.344949335948, 0.567358693953, Dingell, Democrat, rank-and-file Democrat, 7, 159, 45, 51
400290, 0.21284240914, 0.555291317258, Napolitano, Democrat, rank-and-file Democrat, 4, 330, 117, 193
400663, 0.201677169119, 0.591588234477, Matsui, Democrat, far-left Democrat, 16, 224, 109, 152
400352, 0.341850584726, 0.483057082988, Ryan [OH17], Democrat, rank-and-file Democrat, 14, 322, 70, 99
400253, 0.255202790103, 0.788393013263, Markey, Democrat, moderate Democratic leader, 57, 245, 227, 738
400387, 0.0955772675832, 0.590097747793, Stark, Democrat, far-left Democrat, 16, 605, 145, 294
400041, 0.304564743932, 0.430489664133, Bordallo, Democrat, rank-and-file Democrat, 11, 390, 62, 105
400133, 0.134992453562, 0.856766770433, Filner, Democrat, far-left Democratic leader, 65, 709, 318, 811
400128, 0.350030197876, 0.330426429522, Faleomavaega, Democrat, moderate Democratic follower, 8, 173, 12, 19
400031, 0.273545155347, 0.640139861294, Bishop [NY1], Democrat, rank-and-file Democrat, 22, 287, 197, 561
400331, 0.418601462924, 0.546166308849, Rahall, Democrat, centrist Democrat, 12, 221, 75, 95
400082, 0.413106254718, 0.371207326873, Costello, Democrat, centrist Democratic follower, 7, 171, 140, 147
400073, 0.209387807793, 0.389799424945, Christensen, Democrat, rank-and-file Democrat, 22, 305, 108, 145
400347, 0.21957312769, 0.546130504156, Roybal-Allard, Democrat, rank-and-file Democrat, 13, 271, 71, 137
400230, 0.308137936703, 0.507458839618, Langevin, Democrat, rank-and-file Democrat, 14, 243, 58, 74
400416, 0.269307518791, 0.370491605434, Velázquez, Democrat, moderate Democratic follower, 14, 124, 15, 15
400199, 0.18069838305, 0.729037929861, Jackson Lee, Democrat, far-left Democratic leader, 50, 406, 175, 397
400008, 0.323283504976, 0.52007395438, Andrews, Democrat, rank-and-file Democrat, 32, 254, 99, 109
400121, 0.619731482257, 0.526259686444, Emerson, Republican, centrist Republican, 14, 182, 240, 342
400337, 0.332319944629, 0.387077593191, Reyes, Democrat, rank-and-file Democrat, 9, 237, 33, 49
412209, 0.348478957622, 0.429048509154, Loebsack, Democrat, rank-and-file Democrat, 18, 345, 61, 90
